Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level,,,,,,,,,,,,,,,,
school,7.902749248,2.072677367,6.095926424,86.19697772,4,6,3,0,,,,,,,,,,,,,,,,
working_student,2.868063233,9.24419258,4.081463867,73.6194535,5,2,2,1,,,,,,,,,,,,,,,,
college,6.458930766,1.773163979,2.523325107,94.92846897,5,5,9,0,,,,,,,,,,,,,,,,
college,8.631889417,2.932243496,3.891861825,99.19725479,5,8,5,0,,,,,,,,,,,,,,,,
college,6.610007703,7.607303667,2.515301638,77.67788493,4,8,11,0,,,,,,,,,,,,,,,,
working_student,5.741094113,4.03666945,1.902659296,94.34253638,5,8,9,0,,,,,,,,,,,,,,,,
working_student,6.458930766,8.683092528,0.885897809,96.48604,5,4,2,0,,,,,,,,,,,,,,,,
college,7.30580772,5.927582982,5.250748252,72.258542,4,4,3,0,,,,,,,,,,,,,,,,
working_student,4.9583787,3.784818129,5.635386007,69.13045953,10,6,3,1,,,,,,,,,,,,,,,,
college,6.017271198,5.021070673,6.533169698,90.69808667,9,9,11,1,,,,,,,,,,,,,,,,
Other,5.891688004,7.414871388,4.409795486,78.96872815,3,2,8,1,,,,,,,,,,,,,,,,
college,6.641683863,5.156927107,3.326468666,89.90674364,8,6,9,0,,,,,,,,,,,,,,,,
Other,6.088897588,5.270964423,0.699067558,98.56805845,5,10,1,0,,,,,,,,,,,,,,,,
college,6.46279569,6.084922011,5.938460275,81.943,9,4,4,1,,,,,,,,,,,,,,,,
Other,8.503534842,2.625718976,1.421080425,79.05226464,5,8,2,0,,,,,,,,,,,,,,,,
school,6.602289359,2.336393195,2.730995035,90.99684906,4,9,6,0,,,,,,,,,,,,,,,,
college,7.040335438,6.770311107,4.70123709,79.47717683,5,3,2,1,,,,,,,,,,,,,,,,
college,3.079619559,5.713658988,4.397504094,76.47731516,6,7,3,1,,,,,,,,,,,,,,,,
college,5.50762559,3.439114228,3.597752266,92.7581736,3,2,7,0,,,,,,,,,,,,,,,,
working_student,6.32472249,10.21658191,1.67796602,90.638567,1,7,12,0,,,,,,,,,,,,,,,,
school,6.441636505,3.079428746,2.378140796,84.66292994,7,6,12,0,,,,,,,,,,,,,,,,
school,7.296616566,2.947646389,4.952046739,95.86914179,5,5,4,0,,,,,,,,,,,,,,,,
school,6.352790123,2.360998055,1.956885087,82.76305902,5,7,10,0,,,,,,,,,,,,,,,,
working_student,6.079482531,5.415707071,3.777498268,70.3816996,10,1,2,1,,,,,,,,,,,,,,,,
school,8.382801806,3.064486144,3.55563,86.44765958,1,5,8,0,,,,,,,,,,,,,,,,
working_student,4.73573188,9.289826474,3.849488661,71.57908524,7,8,9,1,,,,,,,,,,,,,,,,
school,6.938059106,4.568112851,3.55563,72.48852604,6,5,5,0,,,,,,,,,,,,,,,,
working_student,5.515681216,8.276930087,1.433122567,69.9643282,7,3,6,0,,,,,,,,,,,,,,,,
college,6.011657753,4.327669968,4.866784951,83.26372501,5,7,1,0,,,,,,,,,,,,,,,,
college,7.54783513,3.144419205,3.55563,70.6776146,8,9,4,1,,,,,,,,,,,,,,,,
college,7.483835792,1.030804403,1.053436596,63.60743191,8,5,5,0,,,,,,,,,,,,,,,,
college,8.220537863,5.823366191,6.374155597,94.99434371,3,6,10,0,,,,,,,,,,,,,,,,
school,6.458930766,2.335540111,1.585171504,70.16208627,5,5,4,0,,,,,,,,,,,,,,,,
school,9.825076122,4.506200928,0.678476286,98.288137,10,9,8,0,,,,,,,,,,,,,,,,
school,7.02,4.7,2.21,67.82,1,10,8,0,,,,,,,,,,,,,,,,
Other,6.489339714,3.294028797,4.117001464,93.60249465,1,1,11,0,,,,,,,,,,,,,,,,
college,9.040261137,7.495974971,7.312524726,97.14234733,4,9,3,0,,,,,,,,,,,,,,,,
working_student,5.992856037,5.644292353,7.003439511,90.42981709,9,10,6,1,,,,,,,,,,,,,,,,
working_student,7.367973892,8.899885028,2.564293199,65.52087915,3,7,9,0,,,,,,,,,,,,,,,,
college,4.942615049,7.196866542,3.994494133,89.33696163,9,6,10,1,,,,,,,,,,,,,,,,
college,4.27614766,4.38410364,4.65343653,92.11454305,5,9,5,1,,,,,,,,,,,,,,,,
school,9.073568612,3.628018081,2.289919114,84.02766388,6,10,8,0,,,,,,,,,,,,,,,,
college,9.885938829,6.671414789,6.917614739,83.10296123,1,6,8,0,,,,,,,,,,,,,,,,
working_student,5.528715322,4.152032591,2.23210182,87.41680733,5,2,4,0,,,,,,,,,,,,,,,,
college,4.452705523,5.718611582,7.797717322,74.5531381,5,4,1,0,,,,,,,,,,,,,,,,
school,8.363945368,4.04232819,2.572572902,73.57066208,1,9,6,0,,,,,,,,,,,,,,,,
college,6.060767195,6.297634892,3.55563,87.73030769,6,5,1,1,,,,,,,,,,,,,,,,
college,6.210248287,3.959474723,5.568022509,84.93295311,4,9,8,0,,,,,,,,,,,,,,,,
college,6.120526219,5.288167583,4.109783338,69.90572344,2,7,7,0,,,,,,,,,,,,,,,,
school,8.126990988,1.810195702,8.180701558,71.14884911,6,4,2,1,,,,,,,,,,,,,,,,
college,5.406699791,5.119013033,2.592856609,68.72565256,3,5,1,1,,,,,,,,,,,,,,,,
college,4.70090513,-0.012653047,8.574071444,81.26118865,5,9,6,0,,,,,,,,,,,,,,,,
college,6.021556043,6.870495405,4.11881065,85.38797998,5,10,11,0,,,,,,,,,,,,,,,,
college,6.49,4.7,3.64,55.95,7,1,6,1,,,,,,,,,,,,,,,,
college,6.087359138,3.766171045,0.727211944,62.21313886,3,5,9,0,,,,,,,,,,,,,,,,
school,8.057745155,3.089125219,3.691205699,74.62245896,2,6,12,0,,,,,,,,,,,,,,,,
working_student,4.981393026,4.478484574,3.848622007,79.26017889,5,5,1,0,,,,,,,,,,,,,,,,
college,6.152218711,3.871797524,1.826160343,92.19106767,5,2,7,1,,,,,,,,,,,,,,,,
college,9.027170785,5.266640452,4.919737976,74.46009885,9,8,3,1,,,,,,,,,,,,,,,,
college,6.346218225,4.453548157,6.681681139,55.48780218,7,5,5,1,,,,,,,,,,,,,,,,
college,8.76782421,1.298759651,6.293492836,51.32653862,8,5,9,1,,,,,,,,,,,,,,,,
school,6.133002935,3.007276378,2.817161766,81.95634702,7,3,12,1,,,,,,,,,,,,,,,,
college,7.129067473,4.636940953,0.509252794,80.93739517,9,6,8,1,,,,,,,,,,,,,,,,
working_student,7.941173601,5.483913283,5.385453806,71.03059062,4,3,9,0,,,,,,,,,,,,,,,,
college,8.226344982,4.276928153,1.885616272,85.93920455,4,5,9,0,,,,,,,,,,,,,,,,
working_student,5.227869836,6.170365799,3.975513468,85.15468475,3,6,3,0,,,,,,,,,,,,,,,,
school,8.253176072,4.976261881,2.590093831,80.83914545,5,3,6,0,,,,,,,,,,,,,,,,
working_student,6.843848287,3.648681704,3.48664428,63.98637609,4,8,9,0,,,,,,,,,,,,,,,,
college,7.897644256,2.386484815,3.259946852,98.30319127,4,10,12,0,,,,,,,,,,,,,,,,
school,5.623097156,2.053454481,3.7425151,73.38137183,10,7,1,1,,,,,,,,,,,,,,,,
college,3.938283232,1.167946157,7.058566689,92.04088213,3,6,7,0,,,,,,,,,,,,,,,,
college,3.023700157,7.978295746,0.078383767,85.70515385,5,7,2,1,,,,,,,,,,,,,,,,
school,7.302997376,2.535796097,5.455816539,74.72555108,5,5,7,0,,,,,,,,,,,,,,,,
college,7.065099727,4.838111797,0.718258818,70.74088596,6,4,12,0,,,,,,,,,,,,,,,,
college,6.965059813,5.536917882,3.55563,83.47620464,9,1,12,1,,,,,,,,,,,,,,,,
college,6.467545282,4.411031257,3.008969236,71.87284773,1,7,1,0,,,,,,,,,,,,,,,,
college,8.451760909,5.912588206,4.551827603,79.98814078,6,9,5,1,,,,,,,,,,,,,,,,
college,4.546598135,3.207979878,8.094635771,61.37751987,5,1,6,1,,,,,,,,,,,,,,,,
school,6.786121226,2.202401453,3.172453823,89.33316241,2,5,9,0,,,,,,,,,,,,,,,,
college,6.130394121,1.211674596,6.737143517,77.11785587,4,6,4,0,,,,,,,,,,,,,,,,
working_student,8.181703273,10.11762954,1.993581843,90.71656151,3,10,8,0,,,,,,,,,,,,,,,,
college,4.910076504,5.203996687,0.975659659,82.12702855,3,7,9,0,,,,,,,,,,,,,,,,
school,8.80430665,1.416495521,1.386826851,97.12702545,7,10,1,0,,,,,,,,,,,,,,,,
college,7.555482315,4.781453699,2.519343111,80.60801529,7,5,6,1,,,,,,,,,,,,,,,,
school,6.975117137,2.981997639,3.639814262,72.79287544,1,7,1,0,,,,,,,,,,,,,,,,
school,8.489915435,4.672638863,0.048139559,53.89843067,5,7,6,0,,,,,,,,,,,,,,,,
Other,6.458930766,5.889384831,3.879759983,85.78773022,9,5,1,0,,,,,,,,,,,,,,,,
working_student,5.601964765,7.270473014,3.167145715,79.38893235,5,4,6,0,,,,,,,,,,,,,,,,
working_student,6.458930766,2.80341106,4.460394786,63.89412021,4,3,12,0,,,,,,,,,,,,,,,,
school,7.06,4.7,1.3,64.63,5,7,3,0,,,,,,,,,,,,,,,,
college,7.053050968,1.942342594,3.858809173,97.3862937,4,6,3,0,,,,,,,,,,,,,,,,
school,6.735184587,1.5053153,4.663092628,85.41425844,4,3,9,0,,,,,,,,,,,,,,,,
college,6.232438029,6.075009211,5.39731282,87.13801273,4,9,9,0,,,,,,,,,,,,,,,,
college,3.577760951,6.629140721,2.1755579,94.82854275,9,3,12,1,,,,,,,,,,,,,,,,
college,6.087689704,3.415712733,3.932633476,69.28920264,10,7,1,1,,,,,,,,,,,,,,,,
college,5.486676405,7.727546662,3.750390895,65.19096037,6,5,1,1,,,,,,,,,,,,,,,,
school,7.567986055,2.234975854,2.662649579,89.25145313,8,6,7,0,,,,,,,,,,,,,,,,
school,8.503553317,2.370583893,5.551705319,66.01302772,2,9,7,0,,,,,,,,,,,,,,,,
college,7.913669585,9.461056256,3.536588482,97.2558594,5,10,3,0,,,,,,,,,,,,,,,,
college,7.241692644,8.638601464,3.874302583,75.03401751,4,6,11,0,,,,,,,,,,,,,,,,
school,6.087358203,1.490074599,5.146193813,81.943,2,8,3,0,,,,,,,,,,,,,,,,
Other,8.731648622,3.22593858,3.194570375,78.47553406,6,7,4,0,,,,,,,,,,,,,,,,
school,6.192102212,2.84414679,5.611718164,87.28356209,4,4,3,0,,,,,,,,,,,,,,,,
college,5.486376316,5.234599945,1.979575848,85.10848573,7,6,5,1,,,,,,,,,,,,,,,,
school,7.814836444,2.920796926,4.752058779,70.0840262,6,8,1,1,,,,,,,,,,,,,,,,
college,3.753409645,5.98702857,6.913071408,97.40664235,7,6,3,1,,,,,,,,,,,,,,,,
school,6.103357979,4.878656146,0.817580376,78.51553787,9,3,5,1,,,,,,,,,,,,,,,,
Other,6.2,4.7,3.27,65.85,5,3,2,1,,,,,,,,,,,,,,,,
college,4.324749431,7.411957196,4.265757444,62.97879146,3,5,10,0,,,,,,,,,,,,,,,,
school,8.07186827,3.077464672,3.587732287,74.76547097,4,6,1,0,,,,,,,,,,,,,,,,
college,8.488573193,5.491661844,4.499995137,64.94052551,6,7,10,0,,,,,,,,,,,,,,,,
college,6.492011172,3.95409651,5.01495382,85.72140209,9,9,12,1,,,,,,,,,,,,,,,,
working_student,6.458930766,7.638550879,0.763626239,67.38710179,9,4,1,1,,,,,,,,,,,,,,,,
college,5.373254004,7.806765592,3.98841719,90.58478342,3,3,3,1,,,,,,,,,,,,,,,,
college,5.956062786,2.950805197,3.55563,94.58622886,4,2,10,0,,,,,,,,,,,,,,,,
college,8.721438584,2.667759727,3.44787055,85.4484611,10,7,7,0,,,,,,,,,,,,,,,,
college,7.091168998,1.274114949,3.55563,95.43334488,3,6,9,0,,,,,,,,,,,,,,,,
school,7.483717913,5.072471056,0.593088132,73.49535854,10,6,2,1,,,,,,,,,,,,,,,,
college,2.860075349,5.612730812,5.63211139,67.04858181,7,5,1,1,,,,,,,,,,,,,,,,
college,4.445162392,5.271128561,1.0348308,91.21909477,3,5,8,0,,,,,,,,,,,,,,,,
school,6.201282501,3.331388321,3.195822807,81.943,3,8,4,0,,,,,,,,,,,,,,,,
working_student,6.458930766,5.652841748,3.042504331,98.1228245,7,3,9,0,,,,,,,,,,,,,,,,
school,8.486248268,3.574134554,7.409486172,97.1051723,10,7,9,0,,,,,,,,,,,,,,,,
college,3.681901135,2.844297738,0.3153248,99.27840904,5,8,5,0,,,,,,,,,,,,,,,,
working_student,3.324454613,7.085039042,1.075651665,55.81443988,9,6,6,1,,,,,,,,,,,,,,,,
working_student,6.458930766,0.898775657,8.119830379,71.87091182,6,6,11,1,,,,,,,,,,,,,,,,
working_student,6.58,4.7,2.87,82.21,5,7,4,1,,,,,,,,,,,,,,,,
school,6.861379734,2.049537744,4.443493825,99.70617893,2,5,4,0,,,,,,,,,,,,,,,,
college,4.116863023,3.142205879,6.10472177,63.22452584,5,7,5,0,,,,,,,,,,,,,,,,
college,5.523360196,3.393236382,5.421952681,83.45376625,5,9,11,0,,,,,,,,,,,,,,,,
college,8.645022073,3.655515962,0.167652048,81.943,6,5,5,0,,,,,,,,,,,,,,,,
Other,4.167659058,6.953650303,9.398494624,87.62936054,8,4,7,1,,,,,,,,,,,,,,,,
Other,4.94,4.7,5.13,98.08,4,4,7,0,,,,,,,,,,,,,,,,
college,5.262907815,4.905344271,1.003566695,91.13551891,5,7,4,1,,,,,,,,,,,,,,,,
college,6.31,4.7,7.65,74.58,7,6,6,1,,,,,,,,,,,,,,,,
college,7.471247246,3.301848812,4.855533132,85.18007631,3,6,10,0,,,,,,,,,,,,,,,,
college,5.151769737,5.226714314,3.309729747,88.57058944,2,10,2,0,,,,,,,,,,,,,,,,
working_student,5.111906618,5.666782001,5.140610452,79.32394253,6,8,5,0,,,,,,,,,,,,,,,,
college,6.574655078,9.287418481,3.51583668,86.59479743,1,4,6,0,,,,,,,,,,,,,,,,
college,7.380715762,5.33740967,0.557749227,95.16452718,3,7,8,0,,,,,,,,,,,,,,,,
college,7.624135789,4.664170797,3.55563,95.01951481,8,4,11,1,,,,,,,,,,,,,,,,
Other,8.165932229,2.057210598,4.869848166,80.73264746,4,6,11,0,,,,,,,,,,,,,,,,
school,7.813904351,0.267567019,1.955269043,91.54795245,2,8,5,0,,,,,,,,,,,,,,,,
working_student,4.588559024,7.897238336,1.564020076,96.10773317,6,4,11,0,,,,,,,,,,,,,,,,
college,5.173029453,4.229509463,6.834423202,99.32523753,1,3,1,0,,,,,,,,,,,,,,,,
Other,6.100217229,4.841996704,4.429923291,84.73536714,6,4,12,0,,,,,,,,,,,,,,,,
school,6.458930766,3.755175603,1.386627746,88.93707946,6,6,5,0,,,,,,,,,,,,,,,,
working_student,8.492584158,3.788036666,4.075779272,69.85829288,5,5,6,0,,,,,,,,,,,,,,,,
college,9.335593717,5.726876283,5.40312985,81.0336442,4,6,7,0,,,,,,,,,,,,,,,,
college,6.236305133,6.233279841,4.518074802,74.4952226,8,7,6,1,,,,,,,,,,,,,,,,
college,3.097879232,6.994000094,3.787609553,92.40276288,5,6,6,1,,,,,,,,,,,,,,,,
working_student,5.815464922,5.425179126,1.504610481,76.93867966,3,3,12,0,,,,,,,,,,,,,,,,
college,7.941166913,1.375137232,0.931371033,83.14799247,8,4,11,1,,,,,,,,,,,,,,,,
working_student,5.354553003,6.786410406,6.623884865,83.3360149,4,5,11,0,,,,,,,,,,,,,,,,
school,7.698601767,3.397587161,4.456568227,97.76467442,6,7,4,0,,,,,,,,,,,,,,,,
working_student,7.962477183,8.242750246,5.248497525,82.399429,8,6,5,1,,,,,,,,,,,,,,,,
college,7.912202931,6.198233614,4.848667889,79.50929694,4,3,9,0,,,,,,,,,,,,,,,,
school,5.289478529,4.605155944,4.018549445,85.6349637,2,6,4,0,,,,,,,,,,,,,,,,
college,7.920267752,2.305961412,6.170385762,81.943,5,6,11,0,,,,,,,,,,,,,,,,
school,6.79702632,4.737444246,4.153523391,67.99730715,3,9,4,0,,,,,,,,,,,,,,,,
college,8.05,4.7,2.61,81.94,8,6,7,0,,,,,,,,,,,,,,,,
college,8.301199195,4.159084773,5.629923231,72.9254289,1,5,6,0,,,,,,,,,,,,,,,,
college,7.024544956,3.761932424,7.159487375,76.22010832,5,3,7,0,,,,,,,,,,,,,,,,
school,6.172087955,4.190045684,2.744723515,74.49563547,3,9,11,0,,,,,,,,,,,,,,,,
working_student,4.812675726,6.96227656,3.013771172,81.92096199,8,4,9,0,,,,,,,,,,,,,,,,
working_student,4.068766936,5.925358314,2.943222427,96.78561961,2,8,3,0,,,,,,,,,,,,,,,,
college,4.915777834,0.62417809,2.992012285,81.943,3,7,1,0,,,,,,,,,,,,,,,,
working_student,5.38173217,5.570568222,6.837953281,87.57438562,9,9,7,1,,,,,,,,,,,,,,,,
working_student,4.887633488,10.8861083,3.56852161,88.53421042,7,6,10,1,,,,,,,,,,,,,,,,
working_student,2.71962851,6.156081717,6.266494056,87.9859457,4,4,8,1,,,,,,,,,,,,,,,,
college,6.133290451,4.251997051,6.482758766,75.50280036,4,1,6,0,,,,,,,,,,,,,,,,
school,7.153595802,4.065413853,4.249940982,87.24542521,2,2,9,0,,,,,,,,,,,,,,,,
college,5.200546734,4.370768853,4.677852158,82.5444356,6,5,6,1,,,,,,,,,,,,,,,,
college,4.41,4.7,0.25,92.96,5,2,1,0,,,,,,,,,,,,,,,,
college,7.466782295,6.612391194,1.232721714,88.13126742,6,6,1,0,,,,,,,,,,,,,,,,
Other,7.968040412,2.405160461,0.856703167,61.20831565,8,5,3,1,,,,,,,,,,,,,,,,
working_student,5.96206734,5.944865416,0.428122365,82.31775479,6,1,8,0,,,,,,,,,,,,,,,,
working_student,4.616210385,8.934940715,0.798820407,97.71873334,10,6,10,1,,,,,,,,,,,,,,,,
college,6.702172626,3.720087929,3.332352924,77.51273237,4,7,6,0,,,,,,,,,,,,,,,,
college,7.157441225,5.037392512,2.620807679,90.01995301,3,2,2,0,,,,,,,,,,,,,,,,
school,7.083541192,2.617396403,2.401389021,76.42542491,8,6,2,0,,,,,,,,,,,,,,,,
working_student,6.499318029,6.287907393,4.514552823,96.18070059,7,6,12,0,,,,,,,,,,,,,,,,
college,8.99,4.7,5.69,88.42,4,4,6,0,,,,,,,,,,,,,,,,
school,6.04,4.7,2.35,86.66,3,7,5,0,,,,,,,,,,,,,,,,
college,6.570973676,5.949605808,2.686942248,84.90429438,6,6,4,0,,,,,,,,,,,,,,,,
college,2.908144235,5.963697218,6.07961196,81.943,1,5,2,0,,,,,,,,,,,,,,,,
college,6.458930766,4.094342969,0.003463929,97.79679426,4,2,10,0,,,,,,,,,,,,,,,,
working_student,8.2,4.7,4.67,81.94,6,6,12,1,,,,,,,,,,,,,,,,
college,7.225722169,3.098577364,4.916723233,85.52599764,5,4,8,0,,,,,,,,,,,,,,,,
college,5.941689545,6.228838475,5.336485643,80.46751351,4,6,9,0,,,,,,,,,,,,,,,,
working_student,6.789771877,5.345161705,3.345802145,90.36983313,1,1,10,0,,,,,,,,,,,,,,,,
school,8.196608839,6.310856233,2.754519817,68.76203923,10,6,11,0,,,,,,,,,,,,,,,,
college,5.8,4.7,4.43,84.15,8,10,2,1,,,,,,,,,,,,,,,,
college,5.194900944,4.974800803,6.399783052,88.48493548,4,7,10,0,,,,,,,,,,,,,,,,
school,7.591722829,0.190106384,4.352698458,87.77287446,6,5,8,0,,,,,,,,,,,,,,,,
college,8.344279186,4.574319081,0.26290467,74.40383413,5,4,1,0,,,,,,,,,,,,,,,,
school,6.458930766,3.587567019,6.291201211,96.91906952,6,7,5,1,,,,,,,,,,,,,,,,
working_student,6.039863922,5.093923878,4.044336229,77.89765436,4,2,10,0,,,,,,,,,,,,,,,,
school,8.883616865,1.923332981,5.577065124,75.21754277,5,10,6,0,,,,,,,,,,,,,,,,
working_student,6.892664987,4.910787342,3.173686059,81.943,3,5,10,0,,,,,,,,,,,,,,,,
school,6.238679989,2.093962934,3.55563,68.03985309,5,7,4,1,,,,,,,,,,,,,,,,
college,4.386436242,4.37092746,4.676941198,95.52504019,5,9,3,0,,,,,,,,,,,,,,,,
college,9.077456835,2.671482037,0.343365384,56.48248753,9,8,7,0,,,,,,,,,,,,,,,,
working_student,3.373299951,7.179011538,5.3419584,81.33754906,5,4,3,1,,,,,,,,,,,,,,,,
school,8.334702355,3.692401743,3.742487464,81.943,6,5,9,0,,,,,,,,,,,,,,,,
college,4.827184436,5.577381439,4.179856361,89.89972138,7,6,9,1,,,,,,,,,,,,,,,,
college,7.25495184,4.169405519,2.333695825,83.7364339,4,2,6,1,,,,,,,,,,,,,,,,
college,7.411184581,1.926545614,5.122651638,81.52414301,6,5,3,0,,,,,,,,,,,,,,,,
school,6.980823364,2.499551678,3.55563,92.8560105,6,8,10,0,,,,,,,,,,,,,,,,
college,6.458930766,4.056612771,3.55563,84.88499819,4,8,10,0,,,,,,,,,,,,,,,,
college,5.104868625,6.505040676,1.792155433,88.64394366,7,1,8,0,,,,,,,,,,,,,,,,
college,4.47783359,7.496124854,4.961497419,78.66049971,5,5,3,1,,,,,,,,,,,,,,,,
college,7.331284671,6.210634377,1.530915265,88.54871922,1,6,2,0,,,,,,,,,,,,,,,,
college,7.500726621,4.859033803,2.445906494,82.15866011,7,8,9,1,,,,,,,,,,,,,,,,
college,5.531646184,6.458097968,6.438373629,88.94845022,6,7,9,1,,,,,,,,,,,,,,,,
college,6.535733632,6.187030138,3.128129168,76.55321463,4,8,7,0,,,,,,,,,,,,,,,,
college,8.481739187,3.579121665,3.017805102,87.29325381,8,4,1,0,,,,,,,,,,,,,,,,
school,6.161826695,3.07513508,4.225734805,96.19712219,2,6,11,0,,,,,,,,,,,,,,,,
Other,6.780970927,3.628279983,3.55563,88.60028009,2,4,5,0,,,,,,,,,,,,,,,,
Other,6.936089931,3.127480824,4.071465778,98.5526989,4,10,2,0,,,,,,,,,,,,,,,,
working_student,5.37682118,6.131479941,1.294403454,98.60315996,4,6,12,0,,,,,,,,,,,,,,,,
college,5.805542701,6.164884998,3.55563,93.23860516,7,2,8,0,,,,,,,,,,,,,,,,
college,6.393762354,5.920811965,4.559082338,82.25596595,4,6,3,0,,,,,,,,,,,,,,,,
college,5.87202593,7.942789454,0.953092386,99.39244201,4,6,6,0,,,,,,,,,,,,,,,,
college,6.510989161,7.725480181,3.638938314,96.92505735,4,7,10,0,,,,,,,,,,,,,,,,
school,7.736725579,2.067413133,4.910193712,86.97377111,4,8,1,0,,,,,,,,,,,,,,,,
college,5.717975526,5.067953749,4.926252868,63.39892574,3,6,2,0,,,,,,,,,,,,,,,,
college,7.13,4.7,6.27,96.54,3,8,3,0,,,,,,,,,,,,,,,,
college,8.826306794,3.093125822,6.075049722,86.21660153,5,7,6,0,,,,,,,,,,,,,,,,
college,5.353258179,5.026975022,5.577678466,80.68066516,8,10,4,1,,,,,,,,,,,,,,,,
college,5.170079652,4.862885662,2.661419462,68.21088384,2,5,6,0,,,,,,,,,,,,,,,,
working_student,6.106869557,3.43265998,4.857179735,82.51479955,6,6,6,0,,,,,,,,,,,,,,,,
college,3.813541182,6.530012922,0.450267658,85.67466144,5,8,7,0,,,,,,,,,,,,,,,,
school,7.672055889,2.943782221,1.879243429,89.06528052,10,5,12,1,,,,,,,,,,,,,,,,
school,7.665323685,4.033254475,4.394941904,85.46564597,6,10,6,0,,,,,,,,,,,,,,,,
college,8.747157753,4.342497909,3.776459243,84.34123509,3,10,4,0,,,,,,,,,,,,,,,,
college,5.447391251,3.833806921,7.477206368,88.10327327,3,4,7,0,,,,,,,,,,,,,,,,
college,8.151437344,5.420825488,7.236735674,79.25507651,7,9,7,0,,,,,,,,,,,,,,,,
college,4.689505758,8.771913804,5.772329344,75.34117665,4,8,11,1,,,,,,,,,,,,,,,,
Other,6.663312804,4.299630457,3.705781968,69.02906117,3,6,10,0,,,,,,,,,,,,,,,,
college,3.164034852,5.172278104,2.957314378,74.89372069,9,6,5,1,,,,,,,,,,,,,,,,
college,6.747896461,0.888949449,2.183002616,93.68327671,5,7,10,0,,,,,,,,,,,,,,,,
college,5.817290442,5.065462615,2.319259969,79.24295567,7,5,3,1,,,,,,,,,,,,,,,,
working_student,7.476675365,5.335114784,3.632945976,73.68923241,6,6,6,0,,,,,,,,,,,,,,,,
college,7.654747575,5.365086888,0.353928193,98.64881122,2,7,7,0,,,,,,,,,,,,,,,,
school,7.751331778,2.962321896,4.393148395,70.4651275,4,10,10,0,,,,,,,,,,,,,,,,
college,6.082206134,6.617995726,0.696004424,74.58288787,8,6,12,0,,,,,,,,,,,,,,,,
college,6.613205244,1.458257895,5.925459832,85.64637894,6,8,11,0,,,,,,,,,,,,,,,,
college,5.306704403,5.125445067,3.56691469,96.7993286,5,9,9,0,,,,,,,,,,,,,,,,
college,5.000985531,7.778426789,1.831817725,73.78778167,3,6,8,0,,,,,,,,,,,,,,,,
college,3.597983482,6.374865699,4.233007295,90.43659166,3,1,2,0,,,,,,,,,,,,,,,,
Other,5.192024877,5.469251977,1.803372411,83.42997659,1,7,1,0,,,,,,,,,,,,,,,,
college,9.142854305,0.905648616,3.330541512,83.79471984,7,6,8,0,,,,,,,,,,,,,,,,
college,3.786825268,4.661297366,2.67277029,74.99235533,6,6,8,0,,,,,,,,,,,,,,,,
school,7.741757548,2.866791493,6.026654518,73.00650433,6,9,5,0,,,,,,,,,,,,,,,,
college,5.461570554,5.906631759,5.93906489,89.51947574,4,8,7,0,,,,,,,,,,,,,,,,
college,6.195895016,4.206300813,4.176291903,77.11073656,4,4,8,0,,,,,,,,,,,,,,,,
college,7.930591005,3.329209791,3.62457516,89.96847868,7,7,4,0,,,,,,,,,,,,,,,,
school,6.152737357,3.881463083,2.184107556,63.38933303,3,5,2,1,,,,,,,,,,,,,,,,
working_student,8.499578337,2.790039432,4.480458833,92.54861783,5,2,5,0,,,,,,,,,,,,,,,,
college,8.080898261,3.268604664,1.55010843,84.9957244,8,7,7,0,,,,,,,,,,,,,,,,
college,7.32036787,0.607790687,6.702994468,73.20383978,7,6,8,0,,,,,,,,,,,,,,,,
school,7.095659656,2.355197576,6.44025966,95.93520885,2,9,9,0,,,,,,,,,,,,,,,,
college,3.75468283,2.198877247,7.14891017,78.13494262,5,5,6,0,,,,,,,,,,,,,,,,
school,6.580118519,2.393363168,4.480884654,73.55684985,1,7,3,0,,,,,,,,,,,,,,,,
college,5.763289225,4.238462095,2.087965355,80.67435757,5,5,3,1,,,,,,,,,,,,,,,,
school,7.91031867,1.14551032,3.24091122,94.83047553,3,7,7,0,,,,,,,,,,,,,,,,
college,6.458930766,1.897572452,2.716092664,77.88442196,4,1,5,0,,,,,,,,,,,,,,,,
college,6.060279703,3.589624425,5.646633024,81.943,4,6,4,0,,,,,,,,,,,,,,,,
Other,5.140395642,5.359856777,2.552380195,83.49224379,5,5,3,0,,,,,,,,,,,,,,,,
working_student,5.542534967,6.627680678,3.078630163,69.51945542,1,9,8,0,,,,,,,,,,,,,,,,
college,6.852822454,3.806866106,5.33720132,91.58014724,9,5,5,1,,,,,,,,,,,,,,,,
working_student,5.946325341,7.926600314,4.492262533,90.67983877,6,5,8,1,,,,,,,,,,,,,,,,
working_student,7.245725421,8.28082495,4.823024172,85.91520575,4,3,6,0,,,,,,,,,,,,,,,,
working_student,5.539470626,5.901196325,4.347902235,88.71433666,7,7,7,1,,,,,,,,,,,,,,,,
college,7.18,4.7,4.52,98.05,9,5,10,1,,,,,,,,,,,,,,,,
Other,8.11,4.7,0.37,81.96,8,9,4,0,,,,,,,,,,,,,,,,
college,6.458930766,5.374090057,4.056369678,71.09133208,3,2,5,0,,,,,,,,,,,,,,,,
college,5.33168367,2.512750155,4.390421758,89.93417189,4,9,6,0,,,,,,,,,,,,,,,,
